date,Headline,neg,neu,pos,compound,capital,Sentiment
13/12/2022,BBC Scotland's David Cowan recalls the trial 22 years ago of two men accused of the Lockerbie bombing.,0.115,0.885,0,-0.296,NEGATIVE,negative
13/12/2022,The airport apologised after double-amputee Tony Hudgell was forced to wait four-and-a-half hours.,0.195,0.714,0.091,-0.3818,NEGATIVE,negative
13/12/2022,Could nuclear fusion really provide the world with almost limitless supplies of energy?,0,0.851,0.149,0.2732,POSITIVE,positive
13/12/2022,"Argentina's ""young diamond"" Julian Alvarez sparkles in their 3-0 semi-final win over Croatia, the Man City striker scored twice and won a penalty to help his country secure a place in Sunday's World Cup final.",0.065,0.562,0.374,0.9231,POSITIVE,positive
13/12/2022,"Azeem Rafiq says he has ""been driven out of the country"" by ""threats and abuse"" since ""opening his heart out"" about racism at Yorkshire.",0.346,0.654,0,-0.9022,NEGATIVE,negative
13/12/2022,"France captain Hugo Lloris says ""it was not easy to find the words"" when he texted Tottenham team-mate Harry Kane after England's World Cup exit.",0.091,0.909,0,-0.3412,NEGATIVE,negative
13/12/2022,Lionel Messi was dubbed the greatest player of all time as he led Argentina into the World Cup final - and one last chance to win the most famous trophy of all.,0,0.737,0.263,0.875,POSITIVE,positive
13/12/2022,Testing by consumer group Which? finds some cheap lights fail to meet UK electrical safety regulations.,0.172,0.69,0.138,-0.1779,NEGATIVE,negative
13/12/2022,"Many of the front pages carry the story of the deaths of three boys in Solihull, as well as plans to use taxis as ambulances during strikes.",0.084,0.845,0.071,-0.1027,NEGATIVE,negative
13/12/2022,"A decade ago, a gunman opened fire at Sandy Hook Elementary in Connecticut, killing 26.",0.382,0.618,0,-0.7783,NEGATIVE,negative
13/12/2022,"What do BBC Sport users want to say to ""conflicted"" England manager Gareth Southgate as he considers his future?",0,0.933,0.067,0.0772,POSITIVE,positive
13/12/2022,"Former Argentina international Pablo Zabaleta calls Lionel Messi ""incredible"" as he wins his fourth player of the match award of the World Cup after inspiring his team to the final with a goal and assist during their 3-0 win over Croatia.",0,0.723,0.277,0.93,POSITIVE,positive
13/12/2022,US researchers have overcome a major barrier to achieving low-carbon nuclear fusion.,0.13,0.87,0,-0.128,NEGATIVE,negative
13/12/2022,"About 40,000 rail workers will start walking out on Tuesday in a row about jobs and pay.",0.085,0.915,0,-0.1027,NEGATIVE,negative
13/12/2022,Stephen Bear shared footage of himself having sex with a woman that ended up on the OnlyFans website.,0,0.87,0.13,0.34,POSITIVE,positive
13/12/2022,A visual guide to what is causing the cold weather across the UK and how unusual it is for temperatures to fall so low in December.,0.103,0.897,0,-0.4101,NEGATIVE,negative
13/12/2022,The Met Office says areas covered by the extended warning could see fresh snowfalls on higher ground.,0.122,0.761,0.117,-0.0258,NEGATIVE,negative
13/12/2022,"The Trust and Safety Council advised on how Twitter tackled hate speech, child abuse and self-harm.",0.304,0.462,0.235,-0.4215,NEGATIVE,negative
13/12/2022,Warren Gatland believes he can turn around Welsh rugby's fortunes once again after returning to the top job.,0,0.904,0.096,0.2023,POSITIVE,positive
13/12/2022,Rail disruption and another Royal Mail walkout - what you need to know by the BBC’s Zoe Conway.,0.242,0.758,0,-0.5859,NEGATIVE,negative
13/12/2022,"The photograph shows the family of five dressed casually, smiling and holding hands in Norfolk.",0,0.734,0.266,0.5719,POSITIVE,positive
13/12/2022,The chief spokesman and negotiator for the RMT has a crucial job as rail workers strike.,0.097,0.903,0,-0.128,NEGATIVE,negative
13/12/2022,"One victim is named locally as Jack Johnson, 10, as the Solihull community mourns their loss.",0.375,0.625,0,-0.7783,NEGATIVE,negative
13/12/2022,His wealth has been hit as shares in his electric carmaker Tesla have more than halved.,0,0.722,0.278,0.6597,POSITIVE,positive
13/12/2022,Lionel Messi and Julian Alvarez were on target as Argentina beat Croatia to reach the World Cup final.,0,0.939,0.061,0.0258,POSITIVE,positive
13/12/2022,Sam Bankman-Fried is accused of a scheme to defraud investors in failed crypto exchange FTX.,0.314,0.686,0,-0.6705,NEGATIVE,negative
13/12/2022,"Hundreds of thousands of workers have walked out, or threatened to, causing widespread disruption.",0.314,0.686,0,-0.6705,NEGATIVE,negative
14/12/2022,"Battery-powered lanterns and cleaning the fireplace, the BBC explores how habits are changing this winter.",0.032449406,0.8234737,0.14407699,0.992392778,POSITIVE,positive
14/12/2022,The dancer and actor was an integral part of Ellen DeGeneres' talk show until it ended this year.,0.008619804,0.6572499,0.33413026,0.652918398,NEGATIVE,negative
14/12/2022,Randal Kolo Muani scores France's second goal less than a minute after coming off the bench following some quick feet from Kylian Mbappe.,0.002984426,0.37912816,0.61788744,0.991742253,POSITIVE,positive
14/12/2022,Argentina forward Lionel Messi says Sunday's final against France or Morocco will be the last World Cup game of his career.,0.00606835,0.7152634,0.27866817,0.993976057,NEGATIVE,negative
14/12/2022,Syrian BBC journalist Lina Shaikhouni reflects on the first Arab World Cup.,0.04366437,0.9233707,0.03296486,0.996393859,POSITIVE,positive
14/12/2022,How the players rated as France beat Morocco in the Fifa World Cup semi-final in Qatar.,0.027177338,0.93434006,0.038482618,0.997709632,POSITIVE,positive
14/12/2022,France beat Morocco to set up a final potentially for the ages against Argentina as Kylian Mbappe meets Lionel Messi.,0.00451536,0.46957913,0.5259055,0.998493433,POSITIVE,positive
14/12/2022,"Hundreds of thousands of workers have walked out, or threatened to, causing widespread disruption.",0.314,0.686,0,-0.6705,NEGATIVE,negative
14/12/2022,"The former PM's paid appearances since September include speeches in America, India and Portugal.",0.031099068,0.9042611,0.06463988,0.944653034,POSITIVE,positive
14/12/2022,"In a rare show of discontent, personnel say they wait days or sometimes weeks for repairs.",0.727502,0.26399523,0.008502768,0.99923718,NEGATIVE,negative
14/12/2022,Use our calculator to find out how much the cost of living is going up in your household.,0.1095843,0.8244108,0.0660049,0.998409331,NEGATIVE,negative
14/12/2022,Some nurses can't join their colleagues on the picket lines for financial or practical reasons.,0.119,0.881,0,-0.2235,NEGATIVE,negative
14/12/2022,"If you're worried, the BBC's health reporter Laura Foster has some information to help.",0.13,0.71,0.16,0.128,POSITIVE,positive
14/12/2022,"In the Kurdistan region, women who feel trapped in abusive households often see suicide by self-immolation as their only way out.",0.402,0.598,0,-0.9201,NEGATIVE,negative
14/12/2022,Will a plan to protect 30% of the planet for nature by 2030 be agreed and how will it work?,0,0.783,0.217,0.5719,POSITIVE,positive
14/12/2022,Vaccine nurse says being descended from Henrietta Lacks helps her understand her patients' fears.,0.161,0.69,0.149,-0.0516,NEGATIVE,negative
14/12/2022,The rapper has accused her ex Tory Lanez of shooting her in the foot after a Hollywood party.,0.111,0.754,0.136,0.128,POSITIVE,positive
14/12/2022,Abrham Meareg and others are suing Meta for $2bn over claims its algorithm spread hate in Ethiopia.,0.279,0.721,0,-0.7003,NEGATIVE,negative
14/12/2022,Rail disruption and another Royal Mail walkout - what you need to know by the BBC’s Zoe Conway.,0.242,0.758,0,-0.5859,NEGATIVE,negative
14/12/2022,At least four people have died after a boat carrying migrants started sinking off the Kent coast.,0.194,0.806,0,-0.5574,NEGATIVE,negative
14/12/2022,Special forces killed two Afghan parents and shot their two boys. No one was held accountable.,0.299,0.58,0.121,-0.6124,NEGATIVE,negative
14/12/2022,"The World Cup dream is over for Morocco but there is no sadness, just sheer pride at their country's historic performance.",0.235,0.602,0.163,-0.4678,NEGATIVE,negative
14/12/2022,Bear was found guilty of sharing a video of himself having sex with Georgia Harrison without her consent.,0.21,0.658,0.132,-0.1695,NEGATIVE,negative
14/12/2022,Jordan McSweeney beat Zara Aleena to death as she walked home from a night out in east London.,0.196,0.804,0,-0.5994,NEGATIVE,negative
14/12/2022,Celebrations for Les Bleus as Moroccan fans are left in silent despair.,0.173,0.827,0,-0.3182,NEGATIVE,negative
14/12/2022,"The cost of living is increasing at its fastest rate in 40 years, due to rising food and energy prices.",0,0.9,0.1,0.2732,POSITIVE,positive
14/12/2022,Ollie Pope says batting is still his priority despite keeping wicket in England's two Test wins in Pakistan.,0,0.821,0.179,0.5719,POSITIVE,positive
14/12/2022,Jordan McSweeney refused to leave the Old Bailey's cells to be sentenced for Zara Aleena's murder.,0.434,0.566,0,-0.802,NEGATIVE,negative
14/12/2022,The six-year-old becomes the fourth boy to die after being pulled from the water in Solihull.,0.206,0.794,0,-0.5994,NEGATIVE,negative
14/12/2022,"What you need to know about the nurses' strike in England, Wales and NI - by the BBC’s Zoe Conway.",0.077,0.923,0,-0.128,NEGATIVE,negative
14/12/2022,Defending world champions France edge past Morocco at Al Bayt Stadium to set up a World Cup final against Argentina.,0,0.841,0.159,0.5267,POSITIVE,positive
14/12/2022,"Routine surgery is likely to be disrupted, but life-preserving and urgent care will still be provided.",0,0.683,0.317,0.7579,POSITIVE,positive
14/12/2022,"BBC pundits Alan Shearer, Didier Drogba and Rio Ferdinand were full of praise for Antoine Griezmann's all-round performance during France's 2-0 win over Morocco.",0,0.748,0.252,0.8126,POSITIVE,positive
14/12/2022,Everton cruise to a 3-0 victory over Spurs in the final Women's Super League game of 2022.,0,0.794,0.206,0.5994,POSITIVE,positive
14/12/2022,"American sports journalist Grant Wahl died from a ruptured aortic aneurysm at the World Cup in Qatar, his widow says.",0.156,0.736,0.108,-0.2732,NEGATIVE,negative
14/12/2022,Detectives still do not know the identity of the woman whose remains were found exactly 40 years ago.,0.67665267,0.3178254,0.005521914,0.997489214,NEGATIVE,negative
14/12/2022,"Buckingham Palace spread stories about Meghan to ""suit other peoples' agendas"", Meghan's lawyer says.",0.20035918,0.76095223,0.038688537,0.984443188,POSITIVE,positive
14/12/2022,"A second report finds widespread, ongoing misconduct in the United States' top-flight National Women's Soccer League (NWSL).",0,0.843,0.157,0.4215,POSITIVE,positive
14/12/2022,Moroccan hopes of being the first African side to reach the last two ended in a 2-0 defeat by France.,0.131,0.699,0.17,-0.0258,NEGATIVE,negative
14/12/2022,France will have a chance to defend their title they won in 2018 after beating Morocco 2-0 to reach World Cup final.,0.112,0.634,0.254,0.4215,POSITIVE,positive
14/12/2022,BBC Sport charts Morocco's journey to becoming the first African nation to reach the World Cup semi-finals as they prepare to take on France in the last four.,0,0.961,0.039,0.0258,POSITIVE,positive
14/12/2022,Morocco have drawn football fans' support around the globe ahead of their game against France.,0,0.838,0.162,0.4019,POSITIVE,positive
14/12/2022,"Royal Mail staff will begin further industrial action, joining a second day of rail strikes.",0.161,0.839,0,-0.3612,NEGATIVE,negative
14/12/2022,"Hundreds of people asked to help, after Alishah's family spoke about struggling to pay for hot meals.",0.201,0.67,0.129,-0.128,NEGATIVE,negative
14/12/2022,"The PM's plan for the asylum system, and the rail and nurses' strikes lead several of today's papers.",0.128,0.872,0,-0.3612,NEGATIVE,negative
15/12/2022,"As we build up to the World Cup final between Argentina and France, we want you to select your combined XI.",0,0.939,0.061,0.0772,POSITIVE,positive
15/12/2022,"BBC Sport pundits Alan Shearer, Rio Ferdinand and Didier Drogba discuss England manager Gareth Southgate's future.",0.060803555,0.9033097,0.0358867,0.995126605,POSITIVE,positive
15/12/2022,The World Cup host nation artificially produced huge amounts of water for daily use.,0,0.85,0.15,0.3182,POSITIVE,positive
15/12/2022,Fact-checking a claim made by Health Minister Maria Caulfield.,0.10839855,0.86362284,0.027978582,0.936661959,NEGATIVE,negative
15/12/2022,"Double Olympic champion Adam Peaty says ""I don't get bronze often"" after missing out on the 100m breaststroke title at the World Championships.",0.075,0.683,0.242,0.7096,POSITIVE,positive
15/12/2022,NHS staff on the picket line explain why they have taken strike action over pay and conditions.,0.162,0.838,0,-0.2263,NEGATIVE,negative
15/12/2022,"Hundreds of thousands of workers have walked out, or threatened to, causing widespread disruption.",0.314,0.686,0,-0.6705,NEGATIVE,negative
15/12/2022,"As nurses take part in the largest strike in NHS history, use our tool to see if your area is affected.",0.14,0.86,0,-0.2732,NEGATIVE,negative
15/12/2022,Video shows gushing water and submerged platforms as Storm Efraín shuts forces several stations.,0.14897957,0.81588465,0.03513571,0.953326225,NEGATIVE,negative
15/12/2022,Boris Becker is released from prison after serving eight months of his sentence for hiding £2.5m worth of assets and loans to avoid paying debts.,0.244,0.601,0.155,-0.5859,NEGATIVE,negative
15/12/2022,"Theo Clarke says public life is toxic for women, as she calls for MPs to be given maternity cover.",0.78835773,0.20382765,0.007814607,0.998431146,NEGATIVE,negative
15/12/2022,"Dr Nasser Mohamed, an openly gay Qatari, who no longer lives in Qatar, tells BBC Sport about starting an LGBTQ+ supporters' group.",0.088,0.797,0.116,0.1779,POSITIVE,positive
15/12/2022,The result of the Stretford and Urmston by-election is expected to be announced early on Friday.,0.00712067,0.9454372,0.047442086,0.966351032,NEGATIVE,negative
15/12/2022,How closely have you been paying attention to what's been going on over the past seven days?,0.10549879,0.872002,0.02249924,0.971916556,NEGATIVE,negative
15/12/2022,BBC royal correspondent looks at the royal rift at the centre of the new episodes of Harry and Meghan.,0.0568617,0.9031715,0.03996682,0.968180895,POSITIVE,positive
15/12/2022,"About 17,000 nurses at almost all health boards in Wales are striking for the first time over pay.",0.076,0.924,0,-0.1027,NEGATIVE,negative
15/12/2022,Athletics legend Usain Bolt is awarded the Lifetime Achievement award at BBC Sports Personality of the Year 2022.,0,0.721,0.279,0.7351,POSITIVE,positive
15/12/2022,Nurses belonging to the Royal College of Nursing union have voted to strike.,0.111,0.889,0,-0.128,NEGATIVE,negative
15/12/2022,Twitter owner Elon Musk's critics say the suspension contradicts his avowed commitment to free speech.,0.214,0.512,0.274,0.3182,POSITIVE,positive
15/12/2022,"Argentina captain Lionel Messi describes team-mate Julian Alvarez a ""spectacular"" and ""extraordinary"" after his World Cup semi-final double.",0.002539937,0.1507247,0.84673536,0.999844193,POSITIVE,positive
15/12/2022,"Tributes are paid to Jack Johnson, siblings Finlay and Samuel Butler and Thomas Stewart.",0.023352884,0.8408941,0.13575307,0.999094486,POSITIVE,positive
15/12/2022,England are considering handing a debut to 18-year-old leg-spinner Rehan Ahmed in the third Test against Pakistan.,0.016672425,0.9578105,0.025516985,0.969780147,POSITIVE,positive
15/12/2022,"About 115,000 postal workers are taking part in the dispute with Royal Mail.",0.184,0.816,0,-0.4019,NEGATIVE,negative
15/12/2022,The Netflix finale shows the family tensions and fallings out as Harry and Meghan left for the US.,0.137,0.863,0,-0.4019,NEGATIVE,negative
15/12/2022,Will Argentina's Lionel Messi or France's Kylian Mbappe inspire their nation to World Cup success? BBC Sport looks at other players who have been instrumental in earlier tournaments.,0,0.778,0.222,0.8126,POSITIVE,positive
15/12/2022,John Swinney has gone some way to address SNP criticisms with a budget that was devolution in action.,0.106,0.894,0,-0.2263,NEGATIVE,negative
15/12/2022,Arsenal are through to the quarter-finals of the Women's Champions League despite losing to holders Lyon in a match marred by an injury to striker Vivianne Miedema.,0.089,0.733,0.178,0.4184,POSITIVE,positive
15/12/2022,The global brewing giants highlight a brand's nationality but does it matter when they brew it overseas?,0,0.831,0.169,0.2144,POSITIVE,positive
15/12/2022,Several of Thursday's papers lead with the migrant boat that got into difficulty while crossing the Channel.,0.13,0.87,0,-0.34,NEGATIVE,negative
15/12/2022,"The rate at which prices are rising has fallen slightly, but inflation remains near a 40-year high.",0.104,0.896,0,-0.1901,NEGATIVE,negative
15/12/2022,The only bridge of its kind inspires a new production of Cinderella using long-string marionettes.,0,0.656,0.344,0.743,POSITIVE,positive
15/12/2022,A gift the officer received from a senior Ukrainian official explodes at police headquarters in Warsaw.,0.069,0.75,0.181,0.4215,POSITIVE,positive
15/12/2022,"About 1,700 properties are still cut off, despite dozens of staff being drafted in to fix the network.",0.11,0.89,0,-0.2732,NEGATIVE,negative
15/12/2022,Travellers face disruption on the railways and roads on Friday - by the BBC’s Zoe Conway.,0.152,0.848,0,-0.3612,NEGATIVE,negative
15/12/2022,The warning comes as Royal Mail staff walk out in a fight over pay and conditions.,0.348,0.652,0,-0.6597,NEGATIVE,negative
15/12/2022,"The CIA reiterates it ""never engaged"" the alleged assassin, Lee Harvey Oswald, as over 13,000 files go online.",0.117,0.883,0,-0.3089,NEGATIVE,negative
15/12/2022,"Interest rates have risen again as the cost if living goes up, so how could this affect you?",0,0.85,0.15,0.4588,POSITIVE,positive
15/12/2022,Tens of thousands of nurses have expressed anger and sadness at being on picket lines on Thursday.,0.306,0.694,0,-0.765,NEGATIVE,negative
15/12/2022,"A woman died at the scene and two children, aged four and six, died later in hospital, police say.",0.31,0.69,0,-0.802,NEGATIVE,negative
15/12/2022,Restrictions on liquids and removing electrical items from bags are to axed by June 2024.,0.141,0.859,0,-0.3182,NEGATIVE,negative
15/12/2022,"Interest rates are expected to rise again as the cost if living goes up, so how could this affect you?",0,0.864,0.136,0.4588,POSITIVE,positive
15/12/2022,"Everyone earning more than £43,662 will pay more next year as Scottish government looks to raise money for public services.",0.069,0.931,0,-0.1027,NEGATIVE,negative
15/12/2022,Heavy shelling of critical infrastructure knocks out the power supply to the entire Ukrainian port.,0.141,0.859,0,-0.3182,NEGATIVE,negative
15/12/2022,"Rangers ""had a lot of anxiety to get through"" before coming from behind twice in Michael Beale's first game in charge to edge out Hibernian as the Scottish Premiership returned.",0.057,0.943,0,-0.1779,NEGATIVE,negative
15/12/2022,High levels of maghemite were found in some air samples but it is not known if they are harmful.,0.4827122,0.5025622,0.014725567,0.794062197,NEGATIVE,negative
16/12/2022,Harry and Meghan say they lost a baby due to stress but experts say we need more miscarriage research.,0.182,0.818,0,-0.3716,NEGATIVE,negative
16/12/2022,Critics ask why the Swedish zoo shot the chimpanzees instead of tranquilising them.,0.155,0.845,0,-0.296,NEGATIVE,negative
16/12/2022,Cold Weather Payments are available to some owing to a run of sub-zero temperatures.,0.26746127,0.6618387,0.07069996,0.995797932,NEGATIVE,negative
16/12/2022,Lady Susan Hussey has met Sistah Space founder Ngozi Fulani at Buckingham Palace.,0.021794109,0.9541412,0.024064718,0.994651258,POSITIVE,positive
16/12/2022,The 42-year-old from Fife had to buy cheap replacement clothes from a market on the five-star trip.,0.4630178,0.5040746,0.032907605,0.999523282,NEGATIVE,negative
16/12/2022,If Bitcoin was a boxer it would be on its back on the canvas. It is down but is it out?,0.27138418,0.6749445,0.053671338,0.997035861,NEGATIVE,negative
16/12/2022,Katie Razzall's seven takeaways from the Duke and Duchess of Sussex's Netflix documentary,0.018458989,0.9157456,0.0657954,0.979528308,POSITIVE,positive
16/12/2022,BBC Sport's football expert Chris Sutton predicts the scores for the World Cup final between Argentina and France and the third-place play-off in Qatar.,0.03511139,0.9223597,0.04252896,0.967240274,POSITIVE,positive
16/12/2022,"The pair, who were on a secret mission with a new bomb design, crashed in North Yorkshire in 1944.",0.167,0.833,0,-0.4939,NEGATIVE,negative
16/12/2022,"Gabriel Maniak's tattoos on Phil Foden, Raheem Sterling and others have been seen by millions.",0.07797788,0.8477462,0.07427595,0.993370056,POSITIVE,positive
16/12/2022,So much of it has been seized in Europe's cocaine capital that authorities struggle to destroy it all.,0.266,0.734,0,-0.7003,NEGATIVE,negative
16/12/2022,Travel disruption the weekend before Christmas - the BBC’s Zoe Conway has what you need to know.,0.143,0.857,0,-0.3612,NEGATIVE,negative
16/12/2022,Saturday's front pages focus on the NHS strikes and tensions within the Royal Family.,0.302,0.698,0,-0.6369,NEGATIVE,negative
16/12/2022,Beau Greaves will make darts history at Alexandra Palace on Friday as the youngest woman to compete at the PDC World Championships.,0,0.868,0.132,0.4939,POSITIVE,positive
16/12/2022,"Social media videos and eyewitness accounts show a crush, the venue doors breached and violent clashes.",0.297,0.703,0,-0.6705,NEGATIVE,negative
16/12/2022,"Two people are injured as the Berlin aquarium, containing a million litres of water, bursts open.",0.162,0.838,0,-0.4019,NEGATIVE,negative
16/12/2022,A woman says she feared for her life during a crush at a gig where several people were badly hurt.,0.465,0.535,0,-0.8834,NEGATIVE,negative
16/12/2022,"More than 98% of them backed strikes after an offer of a 50p per hour pay rise, the GMB union says.",0.177,0.773,0.05,-0.4215,NEGATIVE,negative
16/12/2022,"Kharkiv suffers ""colossal"" damage as the latest wave of Russian strikes targets power supplies.",0.444,0.556,0,-0.8316,NEGATIVE,negative
16/12/2022,Senior figures fear the PM may be taking an overly cautious approach as the war enters a key phase.,0.362,0.638,0,-0.8176,NEGATIVE,negative
16/12/2022,"Disruption on the railways is expected, with industrial action in December and January.",0.172,0.828,0,-0.3612,NEGATIVE,negative
16/12/2022,"Police are investigating after two boys were found dead at a home in Dagenham, east London.",0.235,0.765,0,-0.6486,NEGATIVE,negative
16/12/2022,The nurses' strike and the fallout from Prince Harry's Netflix docuseries feature in several of Friday's papers.,0.086,0.914,0,-0.128,NEGATIVE,negative
16/12/2022,Nurses are striking over a pay offer recommended by a review body.,0.125,0.714,0.161,0.1027,POSITIVE,positive
16/12/2022,"Watch some of the best goals from the 2022 World Cup, featuring Marcus Rashford's free-kick for England against Wales and strikes by Brazil forward Richarlison and Kylian Mbappe of France.",0.072,0.807,0.121,0.4019,POSITIVE,positive
16/12/2022,"Fifa is to reconsider the format of the 2026 World Cup following the success of the four-group format at the 2022 tournament, says president Gianni Infantino.",0,0.871,0.129,0.5719,POSITIVE,positive
16/12/2022,Many female fans say they welcome the ban on selling alcohol in World Cup stadiums.,0.184,0.663,0.153,-0.1531,NEGATIVE,negative
16/12/2022,BBC Sport examines the young players who have impressed with their performances at the 2022 World Cup in Qatar.,0,0.853,0.147,0.4767,POSITIVE,positive
16/12/2022,"Morocco head coach Walid Regragui says his players can be proud that they are playing a seventh game at the 2022 World Cup, even though it is not Sunday's final.",0,0.846,0.154,0.5994,POSITIVE,positive
16/12/2022,The World Cup has nearly reached its conclusion - but how much do you remember of Qatar 2022?,0,0.93,0.07,0.0516,POSITIVE,positive
16/12/2022,"As Argentina look to win the World Cup for the first time since 1986, BBC Sport takes a closer at manager Lionel Scaloni.",0,0.847,0.153,0.5859,POSITIVE,positive
16/12/2022,France boss Didier Deschamps is on the verge of winning his third World Cup and his second as a manager - but how has he done it?,0,0.916,0.084,0.296,POSITIVE,positive
16/12/2022,Watch behind-the-scenes footage and match action from Lionel Messi's stunning semi-final performance in Argentina's World Cup semi-final win against Croatia.,0,0.738,0.262,0.7506,POSITIVE,positive
16/12/2022,Chelsea claim a quarter-final spot in the Women's Champions League with ease after beating Vllaznia in their penultimate group match.,0.12,0.643,0.237,0.4404,POSITIVE,positive
16/12/2022,Birmingham City move up to seventh in the Championship as Troy Deeney's early double helps beat Paul Ince's Reading.,0,0.756,0.244,0.6705,POSITIVE,positive
16/12/2022,"Christmas lights await England, but not before the chance of a 3-0 clean sweep over Pakistan in Karachi, the 'City of Lights'.",0.085,0.724,0.191,0.3899,POSITIVE,positive
17/12/2022,"Argentina are aiming to lift the World Cup for the first time since 1986, while France are hoping to win successive tournaments.",0,0.686,0.314,0.8271,POSITIVE,positive
17/12/2022,A Kyiv metro station and bomb shelter is transformed into a TV studio for the selection programme.,0.186,0.814,0,-0.4939,NEGATIVE,negative
17/12/2022,"Rebecca Ikumelo's family say she was well respected for her ""care, kindness and love"".",0,0.573,0.427,0.802,POSITIVE,positive
17/12/2022,Fine Gael's Leo Varadkar is the leader under a deal with government partners Fianna Fáil.,0,0.878,0.122,0.2023,POSITIVE,positive
17/12/2022,"Hamza Yassin, Fleur East, Helen Skelton and Molly Rainford all hope to land the glitterball trophy.",0,0.838,0.162,0.4404,POSITIVE,positive
17/12/2022,People are being advised not to travel on the railways as workers continue strikes on Saturday.,0.143,0.857,0,-0.3612,NEGATIVE,negative
17/12/2022,"Health bosses warn of ""extensive disruption"" as staff are set to walk out on December 21 and 28.",0.196,0.804,0,-0.4404,NEGATIVE,negative
17/12/2022,Victim support groups warn that scams targeting those looking to save money have soared.,0.329,0.405,0.266,-0.1027,NEGATIVE,negative
17/12/2022,"Friends and colleagues say his plans may be hard to predict, but they wouldn't bet against him.",0.066,0.822,0.112,0.2144,POSITIVE,positive
17/12/2022,"Hamza Yassin, Fleur East, Helen Skelton and Molly Rainford all fought to land the glitterball trophy.",0.133,0.867,0,-0.3182,NEGATIVE,negative
17/12/2022,Berlin police say a tweet asking for help in tracking down suspects linked to the incident is fake.,0.248,0.631,0.122,-0.4215,NEGATIVE,negative
17/12/2022,"Taraneh Alidoosti is accused of ""spreading falsehoods"" about the protest movement gripping Iran.",0.276,0.724,0,-0.4939,NEGATIVE,negative
17/12/2022,People gather to remember four young boys who died after falling into a frozen lake.,0.302,0.698,0,-0.6369,NEGATIVE,negative
17/12/2022,Scientists say a rare reef habitat near the mouth of the Amazon is at risk from oil exploration.,0.107,0.711,0.183,0.128,POSITIVE,positive
17/12/2022,"BBC News NI is granted rare access to one of the 2,500 disused mines across Northern Ireland.",0,0.889,0.111,0.25,POSITIVE,positive
17/12/2022,Uncovering the stories of three women thought to have been murdered by the same man in 1960s Glasgow.,0.206,0.794,0,-0.6597,NEGATIVE,negative
17/12/2022,The atmosphere at Westminster is the calmest it's been for a long time - but is it enough for the Tory Party?,0,0.771,0.229,0.6542,POSITIVE,positive
17/12/2022,"During a tour of his home, Grant Shapps faces questions about the government's intervention on energy bills.",0,0.753,0.247,0.5574,POSITIVE,positive
17/12/2022,The BBC visits a Lincolnshire warm space and speaks with a couple seeking respite from the chill.,0,0.881,0.119,0.2263,POSITIVE,positive
17/12/2022,England's famous red jerseys are perhaps the greatest visual reminder of their World Cup triumph.,0,0.64,0.36,0.8074,POSITIVE,positive
17/12/2022,Senior Ukrainian commanders say Russia could be planning a new attack early next year.,0.205,0.795,0,-0.4767,NEGATIVE,negative
17/12/2022,A right-wing Christian movement in the US is set on what it sees as its divine mission.,0,0.806,0.194,0.5574,POSITIVE,positive
17/12/2022,Ospreys record their first win in Europe in two years as they battle to a 21-10 win against Montpellier.,0.103,0.595,0.302,0.7184,POSITIVE,positive
17/12/2022,Croatia show their class once more by clinching their third top-three finish at the World Cup with a 2-1 third-place play-off victory over history-makers Morocco.,0.002463592,0.09726183,0.9002746,0.999714434,POSITIVE,positive
17/12/2022,"Croatia's third top-three finish at the World Cup has a ""golden layer"", says boss Zlatko Dalic after his side clinch a play-off victory over history-makers Morocco.",0.006662196,0.29581416,0.69752365,0.998449087,POSITIVE,positive
17/12/2022,Work to transform the home of a woman left paralysed in a botched kidnapping gets under way.,0.18530704,0.7406848,0.0740082,0.991055846,NEGATIVE,negative
17/12/2022,His charisma and unusual residence made P-22 an icon - but the mountain lion's days are numbered.,0.053175133,0.38104123,0.5657836,0.597210705,POSITIVE,positive
17/12/2022,"P-22's charisma and Griffith Park residence made him an icon. Now, he's passed away.",0.29455826,0.52719617,0.1782456,0.869192421,NEGATIVE,negative
17/12/2022,"Plans for military personnel to keep front-line services running are in place, the government says.",0.031947743,0.88033444,0.08771793,0.902027607,POSITIVE,positive
17/12/2022,Police say 31 objects from Dresden's Green Vault have been recovered after the 2019 robbery.,0.06282028,0.88601995,0.051159833,0.984530926,NEGATIVE,negative
17/12/2022,A selection of striking images from our readers around the world.,0.00194321,0.16580057,0.83225626,0.999874711,POSITIVE,positive
17/12/2022,Dramatic video shows flames inside the MNKY HSE restaurant in London's Mayfair as guests rushed to get outside.,0.5510563,0.43160358,0.017340075,0.904619753,NEGATIVE,negative
17/12/2022,"Rehan Ahmed may have to get used to plaudits after a promising first day in Test cricket, writes Stephan Shemilt.",0,0.87,0.13,0.4019,POSITIVE,positive
17/12/2022,Former Argentina defender Pablo Zabaleta explains what it feels like to be one of only 444 men to have played in a World Cup final.,0,0.769,0.231,0.6486,POSITIVE,positive
17/12/2022,Detectives say Ross McCullam had the potential to kill again after he brutally murdered his girlfriend.,0.502,0.498,0,-0.9337,NEGATIVE,negative
17/12/2022,"Emma Raducanu says she is now injury free and feeling ""good"" following her exhibition match with Wimbledon runner-up Ons Jabeur on Friday.",0.105,0.714,0.18,0.25,POSITIVE,positive
